	1_NA_NA_NA_NA_NA_NA_3	2_NA_NA_NA_NA_NA_NA_3	3_NA_NA_NA_NA_NA_NA_2	4_NA_NA_NA_NA_NA_NA_3	5_NA_NA_NA_NA_NA_NA_3	6_NA_NA_NA_NA_NA_NA_3	7_NA_NA_NA_NA_NA_NA_2	8_NA_NA_NA_NA_NA_NA_3	9_NA_NA_NA_NA_NA_NA_3	9_P1_0.33_NA_NA_NA_NA_3	10_NA_NA_NA_NA_NA_NA_2	10_P2_NA_NA_NA_NA_NA_3	10_P3_NA_NA_NA_NA_NA_2	10_P4_NA_NA_NA_NA_NA_2	11_NA_NA_NA_NA_NA_NA_3	11_P1_1.00_NA_NA_NA_NA_3	12_NA_NA_NA_NA_NA_NA_3	12_P5_NA_NA_NA_NA_NA_3	13_NA_NA_NA_NA_NA_NA_3	13_P6_NA_NA_NA_NA_NA_3	14_NA_NA_NA_NA_NA_NA_3	14_P6_NA_NA_NA_NA_NA_3	15_P7_NA_NA_NA_NA_NA_2	15_P8_NA_NA_NA_NA_NA_3	15_NA_NA_NA_NA_NA_NA_3	16_NA_NA_NA_NA_NA_NA_1	16_P9_1.00_NA_NA_NA_NA_1	17_NA_NA_NA_NA_NA_NA_3	17_P5_NA_NA_NA_NA_NA_2	18_NA_NA_NA_NA_NA_NA_3	18_P10_NA_NA_NA_NA_NA_3	19_NA_NA_NA_NA_NA_NA_3	19_P11_1.00_NA_NA_NA_NA_3	20_NA_NA_NA_NA_NA_NA_3	20_P12_1.00_NA_NA_NA_NA_3	21_NA_NA_NA_NA_NA_0.00_5	21_P6_NA_NA_NA_NA_0.33_5	21_P6_NA_NA_NA_NA_2.00_5	22_P13_NA_NA_NA_NA_0.00_5	22_P13_NA_NA_NA_NA_0.67_5	22_P13_NA_NA_NA_NA_2.00_5	23_NA_NA_NA_NA_NA_NA_3	23_NA_NA_NA_G1551_NA_NA_3	23_NA_NA_NA_G1997_NA_NA_3	23_NA_NA_NA_G1551,G1997_NA_NA_3	24_NA_NA_NA_NA_NA_NA_3	24_NA_NA_NA_NA_G529_NA_3	24_NA_NA_NA_NA_G2748_NA_3	24_NA_NA_NA_NA_G1167_NA_3	25_NA_NA_NA_NA_NA_NA_3	25_NA_NA_NA_G1551_NA_NA_3	25_NA_NA_NA_G1997_NA_NA_3	25_NA_NA_NA_G1551,G1997_NA_NA_3
G2101	9.9309000	8.8984000	9.4750000	10.4666667	10.1653333	10.3216667	9.4099000	10.1916667	10.0823333	9.4520000	9.2726000	9.6214667	9.4223500	8.7912500	9.9172000	10.7393333	10.1836667	10.2106667	5.6166000	5.0470000	7.5770000	6.7858333	10.0735000	9.8706667	9.8782333	9.2495000	9.4023000	10.7693333	10.9620000	9.6130000	9.7496667	9.5985333	9.6332333	9.7345333	9.0694333	9.5650800	9.4766400	9.4121000	10.0195600	9.9477000	9.9231400	10.8743333	10.7543333	10.7590000	10.8153333	10.4003333	10.4056667	10.4083333	10.3023333	10.9016667	10.9086667	10.9510000	10.6393333
G2102	8.8301667	7.8653333	10.3020000	10.7646667	9.9243333	10.3396667	10.3135000	10.0764333	10.3776667	9.4526333	10.9670000	10.4963333	10.8135000	10.5130000	10.4316667	10.0864667	9.9735667	10.0183333	7.2548667	5.5398000	9.1867000	8.5551333	10.5845000	9.6211667	9.0480667	9.7046000	8.4672000	11.1023333	10.9365000	9.9679333	9.6496667	9.6836667	9.5921000	9.4944667	7.9132000	11.1606000	10.9282000	10.5572000	10.9722000	10.3890000	10.6272000	6.9813333	7.0842000	7.1753000	7.0452667	10.8303333	10.6910000	10.7430000	10.4563333	10.0945000	9.8930333	10.0480667	9.9036000
G2103	3.8878000	6.0089333	8.1893500	6.9557333	6.8541667	7.3438333	8.2116000	6.9007667	8.6633667	7.4804667	8.2332000	8.1431000	8.3124500	7.5762000	7.9591667	7.5992333	7.5336667	7.5658667	5.5577333	5.2657667	4.7329333	7.2153000	4.4931500	4.4187000	4.8597667	4.5482000	4.5131000	7.8904000	7.7293500	4.5269333	4.6338000	4.4779000	4.4883333	4.2822333	3.3512000	8.4330600	8.4506600	8.2611200	8.7404800	8.1259000	7.9360000	6.3645000	6.4024667	6.5154000	6.3899333	6.8321333	6.9226000	7.0589000	7.0657333	7.6568333	7.4950333	7.9168333	7.0266333
G2104	10.8166667	11.2350000	10.5995000	11.2163333	11.4690000	11.3493333	10.6915000	11.3716667	11.2283333	11.3266667	10.4120000	10.8053333	10.5460000	10.5100000	11.1960000	11.3500000	10.7276667	10.5486667	6.1627000	5.9298333	9.6139333	9.5731667	10.6930000	10.9260000	11.2580000	11.0960000	11.5040000	10.1116667	10.4730000	10.9996667	10.9116667	11.0563333	11.0350000	11.1876667	10.3201333	10.7614000	10.7506000	10.7194000	11.0820000	11.6498000	11.0926000	11.5346667	11.5726667	11.4246667	11.5003333	11.1590000	11.1786667	11.1663333	11.1680000	11.2866667	11.3956667	11.2053333	11.2650000
G2105	11.9006667	10.8826667	11.0760000	9.4123000	10.3680000	10.3533333	11.1700000	9.9226667	10.5836667	10.8030000	11.1515000	11.0236667	11.0075000	11.0005000	10.2513333	10.5166667	9.9339000	10.1286667	5.2426000	5.6724000	8.4301000	8.8857667	10.4830000	10.5676667	10.4746667	10.5640000	10.5970000	10.6263333	10.8975000	10.7780000	10.8436667	10.7956667	10.6833333	10.5856667	11.4023333	11.0722000	11.1090000	11.0248000	10.7490000	11.0004000	10.8500000	12.2803333	12.2273333	12.2800000	12.3110000	9.4952333	9.4551333	9.4971000	9.7616000	10.9463333	10.8803333	10.8796667	10.8896667
G2106	8.2084667	11.5950000	9.1994500	8.5849333	6.8843000	6.8010000	8.1215500	7.5237333	7.7546333	6.5228000	6.5393000	6.2436000	6.2007000	6.3347500	7.0457667	7.1296667	7.2689667	7.6291667	7.2190667	6.9124667	9.8043333	9.5312333	6.1198500	6.5506667	6.4417000	6.0511000	6.7146000	7.5219000	8.5643000	6.0989000	6.1076333	6.0112000	6.1271333	6.1370667	7.4891000	5.8401600	5.8302800	6.0169000	6.0253200	6.1631600	6.2760000	7.2937000	7.4885000	7.3027333	7.3328667	8.0879000	8.5670667	8.4406000	8.0997333	9.5244667	10.3566667	9.2019000	9.7858667
G2107	12.4973333	11.5320000	12.9405000	12.4143333	11.7496667	11.6663333	12.9160000	11.9263333	11.9496667	10.5406667	11.6340000	11.1556667	11.6925000	11.3325000	11.5476667	10.5996667	12.0490000	11.3033333	6.0040000	4.3681333	12.1966667	10.0461667	12.0305000	12.0883333	11.5486667	12.3480000	12.0520000	11.3133333	11.2900000	12.2476667	12.3286667	12.2036667	12.2013333	12.2600000	11.1830000	11.4936000	11.5088000	11.2572000	11.3066000	11.1596000	11.6420000	7.3234333	6.9074667	7.3124333	7.2596333	12.3893333	12.3970000	12.4723333	12.1006667	11.8120000	11.9116667	11.6796667	11.8496667
G2108	4.3786333	2.9668333	2.2662000	2.6387000	2.3222333	2.7066667	2.5768500	2.3366667	3.1006000	3.0819333	4.3446500	3.9142667	3.2429000	2.9441000	3.3310000	3.6256000	4.0947000	5.1252333	3.7891000	3.7665000	5.3526333	4.2736667	5.7890500	4.2284667	4.1986000	4.1684000	3.6892000	5.0775333	5.7850000	4.3194000	4.6538000	3.9207000	3.9913333	4.3035667	3.0497000	2.8951000	2.8501200	2.8149600	3.1919600	2.8299800	2.7753600	5.5565000	5.7563333	5.2835333	5.4331000	2.6106000	2.5365000	2.5681333	2.5692000	2.9593000	3.3997667	2.9936333	3.3176333
G2109	8.2180333	7.1616000	8.8493000	8.4654000	8.4965333	8.3678333	9.0855500	8.3649000	9.2950000	9.1716667	7.8130000	7.8377000	8.0848500	7.9454000	9.1079667	9.4424000	8.0860333	8.0872000	5.6377333	4.4443000	7.9614667	7.9570333	7.8004000	9.0238667	9.4547000	8.6381000	10.1020000	8.0310667	8.2191000	8.6316333	8.6148000	8.8162667	8.8539667	8.7437000	6.8781000	7.8918800	7.9492400	7.9801600	8.0470000	9.3814000	8.5728200	7.7529333	7.5180000	7.9912000	7.6919333	8.4224000	8.5008000	8.5133667	8.5768000	8.5085333	8.4056000	8.6129000	8.6148667
G2110	9.6247000	8.7438667	9.6067000	9.6491000	9.9269000	9.8804000	9.6620000	9.9095000	10.3220000	9.9230667	9.8171000	9.8077667	9.6835000	9.3750000	10.2990000	10.1400000	10.0958000	10.1333333	4.4877333	4.4077333	8.6819000	6.6940667	9.4769500	9.3097667	9.2848667	9.9693000	9.5671000	10.0480000	9.6116000	9.7836667	10.0130000	9.8334333	10.0473333	10.0930667	9.1323000	10.1850200	10.0847200	10.2924000	10.2944400	10.0652200	10.2256000	8.2299667	8.2421667	8.0653333	8.0666333	9.6407333	9.7006333	9.6434000	9.7977667	9.9244000	9.8263667	10.0845667	9.9750000
G2111	10.9856667	12.2910000	11.3120000	10.1799667	9.5685667	9.3468667	11.5080000	10.0115333	10.7874333	8.2307000	12.6885000	12.2660000	12.5860000	12.7070000	11.7756667	10.2913000	9.5022333	10.2536667	7.1314333	5.0854333	11.9110000	9.4742000	12.2300000	9.1018000	8.3581667	12.3140000	8.9942000	11.8606667	10.9515000	12.1530000	11.8476667	11.9850000	11.6726667	11.7723333	11.6223333	12.8100000	12.8808000	13.1964000	11.9986000	8.8872400	8.8354400	5.7911000	5.9986333	6.0489000	6.0208333	10.0192000	10.4056667	10.4066667	9.9793333	9.9157333	10.1846667	9.8279000	10.2476667
G2112	4.0027667	5.1478667	3.9426500	4.3526000	4.0783667	4.0544333	3.7888000	4.0061000	3.8502333	4.2224667	4.4777500	4.0547000	3.5804000	4.5574000	4.8492667	4.9262000	3.2865333	2.9572333	5.8659667	6.2344333	6.1176000	8.1289667	6.9533000	8.1227000	7.9384333	7.0316000	9.0060000	3.4299667	2.8294500	7.0815667	7.5093333	7.1672333	7.0638667	6.8649333	6.9620000	3.3826600	3.4903200	3.3514000	3.6878400	3.3422600	3.5859000	3.2763667	3.4245000	3.6173000	3.5049667	4.2626333	4.1595333	4.1772000	4.1789667	3.9702333	3.6500333	4.1684667	3.9835333
G2113	10.1273000	10.4433667	11.0015000	11.4983333	11.7213333	12.3816667	10.7795000	11.4433333	7.2357667	8.4420333	6.8921000	6.8166667	6.8454000	6.6600500	7.7145333	8.4706000	11.4733333	11.9020000	7.0305667	7.7506333	8.7115000	9.1066000	12.1655000	12.4746667	12.7260000	12.3160000	12.4650000	7.6354000	7.8795500	12.4306667	12.2873333	12.3820000	12.6460000	12.4580000	9.4775000	10.0586800	11.2701800	11.6350000	8.7294800	10.4948000	11.1512000	9.7011333	9.7441667	9.8671000	9.9847000	11.5723333	11.4086667	11.3690000	11.7040000	7.3033000	6.9546000	7.1668000	6.9729333
G2114	7.2916000	6.6271333	7.6455500	7.3900667	7.3903333	7.2041667	7.7285000	7.5033333	7.0150333	6.8707000	7.3174000	7.3067000	7.7895500	7.3344000	7.9172667	7.7387333	7.0582667	7.1007333	6.1188667	5.5225667	8.5950000	7.2662333	7.1590000	7.6371000	7.8720333	7.9929000	7.7701000	7.4546000	7.3217500	7.9409333	7.8939000	8.1610333	8.0853667	7.8543000	7.5991333	7.1970200	7.2369400	6.7603600	7.1804600	8.4848200	7.5755200	7.7646333	7.6850000	8.1153333	7.8872333	7.3612000	7.4127000	7.4822667	7.4305667	6.8168000	6.9508667	6.5964667	7.0831000
G2115	3.5972333	3.0237333	2.0266000	2.3932333	2.0955667	2.0454000	2.0906500	2.0395333	2.5135000	2.3995000	2.9042500	2.2621000	2.3467500	2.7713500	2.5159000	2.3730333	1.7795667	1.5761333	6.2793000	7.2897667	5.4603667	5.4165000	2.3075000	2.8512333	2.3988667	2.1226000	2.5945000	1.8706000	1.6416000	2.0924667	2.2489333	2.0797333	2.1739333	2.0655333	3.8952667	1.7900400	1.8394800	1.9862800	1.8884600	2.0098800	2.2601600	2.2812667	1.9926333	2.2223000	2.1572000	2.1385667	2.0582333	2.1425000	2.1781667	4.0763667	3.6965333	3.7939333	3.2979333
G2116	9.8933000	7.9867333	9.7815500	9.5628667	9.8344000	9.7898333	9.9167500	9.6841000	9.2486333	8.7836333	9.3578000	8.5135333	9.1520000	8.6912500	9.1727000	9.1119333	8.8591000	9.0491333	4.6273667	3.9851667	7.6765000	7.2160000	9.7700000	10.0840000	9.9932333	9.8051000	9.8209000	8.8616000	8.9861500	9.9591333	9.9066000	9.9754000	9.8730000	9.6400000	9.5629333	9.7993800	9.7636800	9.9549600	9.4324400	9.1208800	9.4268000	10.1713333	10.1019667	10.2296667	10.2530000	9.5681667	9.4318667	9.5648000	9.6504000	8.3734000	8.3833000	8.3329333	8.4559333
G2117	9.4712667	6.0427667	8.8495500	10.0784667	7.8023667	8.1036000	9.7641500	8.3995667	10.5561667	7.8221000	11.7025000	11.7710000	11.8265000	11.1010000	9.5997000	8.2046667	11.5686667	10.9710000	7.0487000	7.0124333	8.6965333	9.6251000	8.2865000	8.6641667	8.1330000	7.4033000	8.0208000	7.1443333	7.4617500	7.5029667	7.6691000	7.1930000	7.1566667	7.4914667	9.8859333	7.9495200	7.8644800	7.7281800	8.2353000	7.7638400	8.2596400	6.7204667	6.7124000	7.0819667	7.0632667	10.0327667	10.0330000	10.1660000	9.0306000	8.3018333	7.9930333	8.4588333	8.0197333
G2118	5.8366667	6.1153000	7.2139000	5.7936667	6.9492000	6.4647000	6.9769000	6.7455000	6.8922333	7.1951000	6.6008500	6.5386000	7.1471000	6.6688000	7.5719333	7.2819000	7.2681333	7.1581667	5.6604333	3.9814667	5.8542333	4.3210667	5.1196000	6.0297333	6.6962667	6.4567000	6.9164000	5.3109667	5.8256500	6.2503667	6.2780000	6.8791667	6.6267667	6.5097333	5.1760333	6.1742600	6.2934400	6.2715600	5.7970400	6.1691800	6.4383600	6.8236667	7.2789667	7.1491667	7.0761333	5.7556333	5.9720333	5.8676000	6.1904000	7.0906667	7.0034000	7.0465667	7.3369667
G2119	8.5255000	7.3719333	9.1709500	8.4467333	8.9714000	8.6827333	9.4860500	8.7573667	8.6921667	7.5776000	8.3184000	7.6371000	8.5249000	7.3322000	7.6406667	7.1468000	8.6638000	8.4717333	5.7518667	4.7625667	3.9343000	6.6637000	3.3551500	3.4729000	3.4339667	2.9951000	3.2244000	6.8542000	7.0620000	3.0974667	3.2530333	3.1278333	2.9801333	2.7322333	2.2431333	8.7491200	8.8537000	8.8531000	8.4670200	8.7719400	8.8784600	7.7357000	8.0490667	7.7498000	7.9971000	8.3789333	8.5942000	8.4666333	8.6792667	8.9362000	9.3341667	8.8833667	9.2288667
G2120	2.4346000	2.7837000	5.8783000	3.0655333	2.5783667	2.7214000	6.3405000	2.7447667	2.6820000	2.7930333	2.2579000	2.3815667	2.7995000	2.3845500	3.1379667	3.3657333	2.0251333	2.1081667	3.7959333	3.0916333	7.7710000	3.5715333	8.1154500	10.1710000	11.0920000	7.5433000	8.7951000	2.2170000	1.9388000	7.8408667	8.4037333	7.8942333	8.1821333	7.5749000	11.1513333	2.3585200	2.4754400	2.5128800	2.6714600	2.5744600	2.4700400	2.1229667	2.2153667	2.2725000	2.2584333	2.8584333	2.8181000	2.4546333	2.6638333	2.7614000	2.4059000	2.7316000	2.5257667
G2121	5.0702333	5.1908333	4.5932000	4.9853000	4.9921000	4.9440000	4.4392000	4.9672667	4.8922000	5.1522000	4.7425000	5.2765667	5.7979000	4.7947000	5.0393000	5.3840000	5.1345000	5.4625333	4.6819000	4.6372333	5.4691333	4.8397333	5.0061000	4.7030000	4.9127000	4.8122000	4.7298000	4.4363333	4.7295500	6.0882000	5.0350000	5.1602333	5.6384333	5.4732667	5.4032333	5.1356800	5.0650800	5.7975400	5.7618000	5.1703600	4.6760600	4.7867333	5.1594667	4.8890000	5.8297000	5.2992000	4.2485000	4.7662667	4.8490333	4.8791667	4.9293667	6.7031667	6.2873333
G2122	2.3068333	3.2289667	3.0564500	3.1665333	2.9967333	3.1048667	3.1838000	2.8692000	2.6541667	2.9119667	2.5766000	2.5805333	2.7826500	3.3616000	4.0557000	3.6388333	2.2345000	2.3331333	3.7447333	3.0397333	1.6571333	3.0708000	3.4935000	3.7768667	3.6419000	3.3472000	3.6297000	2.4402333	2.1362000	3.4177000	3.2932667	3.3452667	3.2370000	3.2023000	2.5586667	2.3466800	2.5213800	2.5582200	2.4662200	2.7187800	2.6293200	2.2913333	2.3530000	2.4501667	2.5083000	3.3079333	3.1052333	3.0917667	3.1828667	2.9579667	2.7733667	2.6537667	2.5241333
G2123	2.8582333	2.6742667	7.8135000	6.3170667	4.6407000	4.7206333	6.5866500	4.9650333	6.2682333	3.3243333	3.6929500	4.0096333	3.8468500	2.9713500	3.2088333	3.4440333	4.8436333	4.4557667	5.0886667	4.3207000	2.1216667	2.7915333	2.6007000	2.2951667	2.5368667	2.2258000	2.5485000	3.7268333	3.3874500	2.4829667	2.4701333	2.3712667	2.4568000	2.4366667	2.1425667	5.7295000	6.1094000	6.5013600	5.4650000	4.9213200	5.6184200	5.0599333	4.7344667	4.8865667	4.8154333	6.1667333	5.7127667	5.9020000	5.2552667	6.2148333	5.9395667	6.3667667	6.1686667
G2124	3.7937000	4.2703333	4.2007500	4.5397333	4.4055667	4.6593667	4.4610000	4.4541000	4.7153333	5.3409333	4.1702500	4.5825667	3.3841500	3.6956500	5.0804333	4.8103667	4.4591000	4.6762333	5.0733333	5.7511333	4.8285000	5.1744000	5.5827000	4.6069000	4.8429667	4.3151000	5.1248000	4.0957000	4.2524500	4.8615667	5.0013333	4.5597667	4.7970333	4.7965000	4.5743333	4.0666600	4.1622400	3.9868200	4.1522000	4.8434600	4.0182600	5.3231667	5.5690667	5.2993667	5.2975333	4.2639000	4.3150667	4.4573667	4.4190333	4.2696000	4.3770000	4.5602333	4.3447667
G2125	3.6467667	4.1183000	4.2928500	3.4330000	3.1551000	3.2454333	4.2534500	3.3130000	3.5169000	3.9297000	3.6836000	3.5904000	3.4310500	3.5973500	4.4067000	4.3203333	2.7738000	2.5852000	3.2242667	3.5729333	6.5099667	7.8057333	6.4763000	6.5644000	7.1996000	6.6641000	7.3425000	2.9293000	2.6244000	6.7242000	6.7165333	6.8045000	6.5909000	6.3070667	6.4524667	2.9429200	2.8333200	2.9191200	3.2873000	3.2700200	3.2110200	5.1257333	5.5222333	5.1437667	5.3355333	3.4890000	3.5359333	3.4566000	3.4760667	5.2535000	5.5817000	5.4812000	5.5764333
G2126	3.5651667	3.7054333	3.3239000	3.7573333	3.4136333	3.4291667	3.0421000	3.5477000	3.4200667	3.2324667	3.7145500	3.7618000	3.7944500	3.8073000	4.4099000	4.5773333	4.1483667	4.4615000	4.7993000	3.3141667	6.8070000	3.9630667	8.7695500	7.6715333	8.0203000	6.6613000	6.3705000	4.3873333	4.7987000	6.9803000	7.4611667	6.5813333	6.5584000	6.7286000	5.4333000	4.4208800	4.2883400	4.6069800	4.1641800	4.3997200	4.6632200	3.4753667	3.5044667	3.2974000	3.6819667	3.4935000	3.5164667	3.5098333	3.5764333	3.3395000	3.4019667	3.5112667	3.2629000
G2127	3.0645667	4.1801333	3.4884000	3.3520667	3.2991667	3.5751667	3.5544500	3.2255667	4.2573333	3.2664667	3.3318000	3.6064000	3.1450500	3.3412500	3.3864333	3.3877333	2.6283000	2.7080000	4.5026000	5.0716000	2.8732000	4.3880333	2.4925000	2.4846667	2.5291333	2.2068000	2.4442000	3.5930000	2.9847000	2.3410333	2.3011667	2.3764000	2.2990333	2.4283000	1.9410333	3.2216000	3.3481000	3.2283400	3.0558400	3.0061400	3.1927200	3.7064667	3.5717000	3.6194333	3.4957333	3.3284333	3.3566667	3.2486000	3.3605667	3.1300667	3.3454333	3.1972333	3.3060333
G2128	8.0393000	7.1171333	8.8188500	9.6591000	9.3318000	9.6905000	8.9437500	9.4780000	9.5692333	8.8832667	9.1527500	8.9290667	9.3300000	8.7597000	9.3379667	8.8639000	8.9518000	9.0584667	5.7171000	6.3970000	8.8046000	6.4542667	9.7850000	9.5828333	9.8655000	9.7331000	9.4948000	9.5676000	9.3394500	9.7143333	9.6784667	9.6850000	9.8338333	10.0410667	9.1424333	9.2798200	9.2562200	9.2883800	9.3636400	9.4034200	8.8911200	7.9325667	7.9463000	7.7949000	7.8959667	9.6302333	9.5139000	9.5221000	9.5076333	9.1306000	9.0851667	9.1647667	9.0038333
G2129	9.5556667	8.4302000	8.1958000	9.3732000	8.1490667	8.7820000	8.5906000	8.3565000	9.3561667	8.3831333	11.0030000	10.6373333	10.9510000	9.9729500	9.6518000	7.8425333	8.1243667	7.7752000	6.1070667	4.0930667	8.9749333	8.3349667	9.3416500	9.3822667	9.0626667	8.9506000	9.6938000	8.6196333	8.6972000	9.1620333	8.7432000	8.8328000	8.5089333	8.5348000	9.7421333	9.2191600	8.8973600	8.8151200	9.0930400	8.3696200	7.9209600	10.4016333	10.4086333	10.4790000	10.5333333	9.5376000	9.0433333	9.2227333	8.7811667	8.9613333	8.8457000	8.6981000	8.8475000
G2130	8.5858333	7.3996000	9.3766000	10.0610000	9.4752333	9.8680000	9.5130000	9.5266333	9.9186333	9.6513333	9.2052500	9.1451667	9.0673500	8.9404000	9.9350333	9.9684000	8.9884333	9.1401000	6.2532000	5.4044333	8.4367333	8.3984333	9.8545000	9.3020333	9.3270000	9.1043000	8.7504000	8.8782333	8.8592500	9.3270000	9.0743333	9.0331333	9.0425667	9.3271667	9.6097333	10.0935800	10.1284000	10.3246000	10.2090000	9.7037200	9.5831800	7.5486667	7.5181000	7.5470000	7.6546667	10.0702667	9.9690000	10.0072000	9.7914667	9.2161667	9.1307000	9.3907667	9.1327667
G2131	7.7983667	8.4713333	9.6479000	5.8505667	8.0568333	8.1040667	6.7678000	7.6704000	7.0933000	6.4603333	6.6433000	6.3223667	6.3629500	6.2548000	6.7640000	6.4876667	9.2553000	9.2177333	5.8301000	5.2307000	8.6212333	8.2888000	7.3310000	7.5846000	8.1670667	6.7612000	7.7479000	7.5571667	7.2027000	7.2076333	7.3921667	7.3893333	7.0861333	7.3111667	7.6376333	6.1367200	6.4603400	7.0833000	5.7509800	6.9395200	6.7058400	7.8738333	8.0104333	7.9522333	7.9398000	5.7757000	6.1722333	5.8328333	6.7715000	6.6590667	6.2324000	6.7068000	6.3093000
G2132	9.8154333	10.8570000	9.8867000	11.2980000	11.3196667	11.3690000	9.6930500	11.3806667	10.7416667	10.9893333	12.2560000	11.8793333	12.2530000	12.0360000	11.3106667	10.4932667	10.9610000	11.0556667	5.1745333	5.3292667	9.0938333	7.1563000	11.2325000	9.9607667	10.5543333	10.6410000	10.1650000	11.8636667	11.9345000	10.8473333	10.7710000	10.7533333	10.6390000	10.3534333	9.9019333	11.7708000	11.6778000	11.5166000	11.9750000	11.4758000	11.5702000	8.1288333	8.0548000	8.0456333	8.2210667	11.3053333	11.3383333	11.2910000	11.2293333	11.0926667	11.1103333	10.8520000	11.2336667
G2133	8.3615333	8.3455000	9.3189500	9.3196333	9.6997333	9.7457333	9.1407000	9.4474667	9.0219000	9.2039667	9.1996500	9.5810000	9.2754500	9.2217000	9.7146333	9.9878333	9.4732000	9.6512667	7.5095333	7.8057000	9.9253667	8.6208667	9.9401000	9.3161000	10.2393333	10.2120000	9.3893000	9.6520000	10.0145000	10.2280000	10.1365000	10.2986667	10.5063333	10.3840000	8.6783000	10.0009000	10.0725600	10.2054000	9.9190000	9.5873600	10.0076000	9.0799333	9.1870000	9.1338333	9.1645000	9.3775333	9.2966333	9.3786000	9.4545333	8.8788000	8.8760667	8.8619333	8.8341667
G2134	9.7413667	9.4048000	10.0119500	9.1894667	7.8728667	8.2835667	9.0009000	8.1784333	6.3267667	6.2375667	6.8751000	5.9348333	6.2432500	6.2438500	7.7526333	7.6204000	10.6333333	10.3620000	4.1993333	4.5011667	5.8496667	5.7674000	10.8185000	10.9266667	10.2373000	9.0458000	9.2377000	7.9310333	7.5152000	9.4520667	9.4305667	8.8818667	9.0900000	9.3769000	10.7832667	8.2135000	8.2344000	9.5052600	7.5552800	8.1185400	9.3704400	6.3130333	6.8240333	6.7983333	6.9614333	9.2433333	9.1153000	9.1140333	8.7120667	6.4891667	6.5209333	6.2081667	6.1006333
G2135	12.6320000	13.1100000	12.5920000	12.7896667	12.1870000	11.9040000	12.5055000	12.6273333	9.8475667	7.6179667	10.6615000	9.5824667	10.8070000	8.8602500	8.1211333	8.0773333	12.9213333	12.7846667	6.2354667	5.3947667	9.4369667	7.4999000	11.7870000	11.3120000	11.0606667	10.6200000	9.6763000	10.3265667	12.0600000	11.0523333	10.9390000	10.6893333	9.9612000	10.2392333	8.9211333	6.7728600	6.7075800	6.7783600	9.9628000	10.2474400	10.5098000	9.3160333	9.1031667	9.4833667	9.2614333	12.6800000	12.8400000	12.7600000	12.6016667	12.6106667	12.7640000	12.2896667	12.7316667
G2136	6.1411333	7.7959667	6.4647500	6.9170333	7.2774333	7.1491000	6.6811500	7.2826000	9.1687000	8.6888000	8.0005500	8.1018667	7.9149500	7.6343500	9.8366000	9.1585000	6.6130333	6.6653333	5.4291667	4.6695667	9.4011667	8.8214333	7.9735000	8.7126667	9.2591667	8.2552000	8.7338000	8.5242667	7.8366000	8.3385000	8.5143667	8.3604000	8.3901667	8.3039000	8.0884333	8.8093000	8.8909800	9.1196800	8.8642000	9.2516800	9.9722000	8.5838333	8.6467333	8.5148667	8.6260333	7.0213667	6.8922000	7.0033333	6.9770000	8.3053333	8.4344000	8.3505000	8.3726000
G2137	7.9160333	6.8504333	8.9443000	9.0225333	8.8930333	9.0904333	9.3514500	8.9539000	8.9541333	8.4395000	8.4231000	7.8296000	8.0574500	8.0890000	8.2511667	8.5864333	7.8185000	8.0263000	5.3545667	5.5660000	8.0923333	8.2222000	9.3812500	9.3525667	9.4921333	9.3997000	9.0681000	8.1218333	8.1926000	9.4236333	9.4572333	9.4185000	9.4016667	9.4454000	8.4285000	9.1731200	9.1501200	9.1112000	9.1736600	9.0414600	8.8470600	6.0603333	6.1100000	6.3324000	6.3768000	9.1366333	9.0423333	9.1210667	9.0645000	8.1745667	8.1428000	8.1946333	8.1134000
G2138	6.3454000	6.1395667	5.9340000	7.0478333	7.8608333	7.8375667	6.1191500	7.8851000	8.9008000	7.1392000	6.6908000	6.5542667	6.3669500	5.9325500	7.1269000	5.8738000	5.9672333	6.7201333	4.7242000	4.1325333	5.0337000	4.7869333	5.2593500	5.4082000	5.6531667	5.0010000	5.6703000	8.1996667	7.3354000	5.2418667	5.3388667	5.2039000	5.1548000	5.1268667	4.3580667	10.8158000	10.3772000	9.9262600	11.2380000	9.0806400	9.0724800	7.3402667	7.2649000	7.2589000	7.1358333	7.3161000	7.2933667	7.2167333	7.4710667	8.9699667	8.9409333	8.8869333	9.0942333
G2139	7.1748333	8.6030333	6.9721500	6.5145000	7.2345333	7.2752000	6.8298000	6.9050000	6.5956000	6.9196333	6.3613500	6.2773667	6.8977000	6.5686000	5.8822667	6.0424000	6.1236000	7.1984333	5.8250000	6.5427000	6.5149667	7.2947000	5.9620000	6.4185667	6.1310333	5.8898000	6.1124000	6.6455667	6.8532000	5.9485667	6.2359333	5.9607667	6.2271333	5.9345667	5.6854333	6.9621400	7.0670800	7.3379800	6.5920400	8.9128200	6.1209000	5.5449333	5.7473000	5.6644667	5.6871333	6.6954667	6.6450333	6.6691333	6.8915667	5.4404333	5.4370000	5.7467333	5.4255000
